epoch,loss,mae,val_loss,val_mae
0,0.03385128080844879,0.14561235904693604,0.031843505799770355,0.14080922305583954
1,0.0244884192943573,0.12317193299531937,0.02981446497142315,0.13815021514892578
2,0.01881331391632557,0.10697200149297714,0.02568274736404419,0.12693627178668976
3,0.015448082238435745,0.09625717997550964,0.03298083320260048,0.1410394310951233
4,0.013822122476994991,0.09266716241836548,0.030280599370598793,0.13849031925201416
