epoch,loss,mae,val_loss,val_mae
0,0.03591899946331978,0.15188872814178467,0.03484873101115227,0.14847493171691895
1,0.024234304204583168,0.12391132861375809,0.02959773689508438,0.13788734376430511
2,0.02010771818459034,0.11143024265766144,0.024516960605978966,0.12322881072759628
3,0.015120445750653744,0.09685018658638,0.05745081230998039,0.19393272697925568
4,0.01347592193633318,0.09101874381303787,0.02714550867676735,0.13298603892326355
