epoch,loss,mae,val_loss,val_mae
0,0.029652534052729607,0.1364455670118332,0.031229106709361076,0.14083755016326904
1,0.02573288418352604,0.12636953592300415,0.024319401010870934,0.1231563538312912
2,0.024577945470809937,0.1234324648976326,0.024461187422275543,0.12507416307926178
3,0.023235147818922997,0.11985840648412704,0.024514559656381607,0.12358822673559189
4,0.02208995260298252,0.11706029623746872,0.02510969154536724,0.12563690543174744
