epoch,loss,mae,val_loss,val_mae
0,0.02700836770236492,0.12968313694000244,0.02237413078546524,0.11605216562747955
1,0.022193986922502518,0.11732412874698639,0.023640485480427742,0.11943680793046951
2,0.019609205424785614,0.11078214645385742,0.02368539199233055,0.12192018330097198
3,0.017395852133631706,0.10406826436519623,0.023904303088784218,0.12090889364480972
