epoch,train_loss,train_huber_loss,train_plcc_loss,train_rank_loss,train_false_positive_loss,sample_count,raw_sample_count,val_loss,val_huber_loss,val_plcc_loss,val_false_positive_loss,val_mae,val_rmse,val_srcc,val_plcc,val_bias,val_pred_mean,val_pred_std,val_target_mean,val_target_std,val_std_ratio,mode_collapse,val_mae_100,val_rmse_100,val_bias_100,val_false_positive_loss_weight_sum
1,0.2769332230091095,0.0019477003952488303,0.1338532269001007,0.0,5.232003688812256,128,128,0.011810726206749679,0.0023624482564628124,0.09448277950286865,0.0,0.05431979149580002,0.07247497141361237,0.7456892420255211,0.9055172204971313,-0.0003179381601512432,0.6283518671989441,0.15217652916908264,0.6286698579788208,0.17071115970611572,0.891426954342405,False,5.431979149580002,7.247497141361237,-0.03179381601512432,128.0
