epoch,phase,accuracy,auc,loss,val_accuracy,val_auc,val_loss
1,phase1_frozen_backbone,0.46875,0.48122650384902954,1.0267807245254517,0.65625,0.574999988079071,0.6904611587524414
2,phase2_block5_unfrozen,0.71875,0.5738422870635986,1.029139757156372,0.625,0.6708332896232605,0.6655361652374268
