epoch,train_loss,train_huber_loss,train_plcc_loss,train_mae,train_rmse,val_loss,val_huber_loss,val_plcc_loss,val_mae,val_rmse,val_srcc,val_plcc,val_bias,val_pred_mean,val_pred_std,val_target_mean,val_target_std,val_std_ratio,mode_collapse,sample_count,batch_count,val_mae_100,val_rmse_100,val_bias_100
1,0.030405212193727493,0.004702228121459484,0.25702983140945435,0.08269304782152176,0.10682563483715057,0.0224206549115479,0.0039235991425812244,0.18497055768966675,0.07256446778774261,0.10009031742811203,0.6501251060439523,0.8150294423103333,0.002863277681171894,0.631533145904541,0.15416845679283142,0.6286698579788208,0.17071115970611572,0.9030953632922238,False,128,16,7.2564467787742615,10.009031742811203,0.2863277681171894
