epoch,loss,mae,rmse,val_loss,val_mae,val_rmse
1,0.00337871047668159,0.06772433966398239,0.09085873514413834,0.0035578820388764143,0.07015340775251389,0.09197840839624405
2,0.003139716573059559,0.06487707048654556,0.0862732082605362,0.003410112811252475,0.06838856637477875,0.08976435661315918
3,0.0030343737453222275,0.06356704980134964,0.08449311554431915,0.0033252958673983812,0.0674300566315651,0.08832284808158875
4,0.0029375292360782623,0.062385838478803635,0.08282070606946945,0.003252464346587658,0.06647498905658722,0.08719580620527267
5,0.0028581079095602036,0.06137073040008545,0.08145086467266083,0.003221931168809533,0.06612112373113632,0.08658304065465927
6,0.002796456217765808,0.06070704385638237,0.08037880808115005,0.0031779122073203325,0.06553130596876144,0.08595295995473862
7,0.0027362799737602472,0.05969412252306938,0.07934752851724625,0.0031549788545817137,0.06525712460279465,0.08572228997945786
8,0.002726796315982938,0.0598783977329731,0.07901915162801743,0.0031277192756533623,0.06491892784833908,0.08512382954359055
9,0.00268460251390934,0.05914254114031792,0.07852909713983536,0.003102588700130582,0.06451267749071121,0.08481917530298233
10,0.0025890797842293978,0.05793401598930359,0.07699579000473022,0.0030775191262364388,0.06415440887212753,0.08451251685619354
11,0.002585942391306162,0.058082375675439835,0.07663217186927795,0.0030703747179359198,0.06419388204813004,0.08422631025314331
12,0.0025538031477481127,0.05765585973858833,0.07611867785453796,0.0030512053053826094,0.06389272212982178,0.08401017636060715
13,0.0025402172468602657,0.057368967682123184,0.07586933672428131,0.0030265161767601967,0.06346369534730911,0.08368134498596191
14,0.0025353089440613985,0.057289764285087585,0.07581961899995804,0.0030241701751947403,0.06343089789152145,0.08367099612951279
15,0.0025057648308575153,0.056870702654123306,0.0752335786819458,0.00300873932428658,0.06328262388706207,0.08345642685890198
