epoch,phase,train_loss,train_mos_loss,train_distill_loss,train_rank_loss,val_unified_loss,val_unified_mae_100,val_unified_rmse_100,val_unified_srcc,val_unified_plcc,val_unified_bias_100,val_unified_pred_mean,val_unified_pred_std,val_unified_target_mean,val_unified_target_std,val_unified_std_ratio,val_unified_mode_collapse,quick_flive_unified_mae_100,quick_flive_unified_rmse_100,quick_flive_unified_srcc,quick_flive_unified_plcc,quick_flive_unified_bias_100,quick_flive_unified_pred_mean,quick_flive_unified_pred_std,quick_flive_unified_target_mean,quick_flive_unified_target_std,quick_flive_unified_std_ratio,quick_flive_unified_mode_collapse,quick_flive_teacher_mae_100,quick_flive_teacher_srcc,quick_flive_teacher_bias_100,val_spaq_teacher_mae_100,val_spaq_teacher_srcc,val_spaq_teacher_bias_100,val_spaq_teacher_std_ratio,val_spaq_teacher_sample_count,val_koniq_teacher_mae_100,val_koniq_teacher_srcc,val_koniq_teacher_bias_100,val_koniq_teacher_std_ratio,val_koniq_teacher_sample_count,val_flive_teacher_mae_100,val_flive_teacher_srcc,val_flive_teacher_bias_100,val_flive_teacher_std_ratio,val_flive_teacher_sample_count,secondary_ok
0,initial,,,,,0.003081559892298063,6.31827712059021,8.578506857156754,0.759158149074085,0.8800193071365356,0.6850794889032841,0.6246395111083984,0.15647399425506592,0.6177886724472046,0.1800009310245514,0.8692954717757738,False,4.756755009293556,6.5109968185424805,0.42136924665617626,0.5651240944862366,-1.3011472299695015,0.7063918709754944,0.07100309431552887,0.7194033861160278,0.06539670377969742,1.0857289467481077,False,4.441676288843155,0.47292035975419866,-1.1235090903937817,8.550141006708145,0.8654628604313696,1.082860678434372,0.834954538674763,264,5.924572795629501,0.8471597690847432,-0.10144752450287342,0.9458158338372836,255,4.156110808253288,0.47221079250782233,-1.1621195822954178,0.9812792441526362,505,True
1,train,0.005881613120436668,0.0023812102153897285,0.0015002008294686675,0.5500605702400208,0.0030745338524751156,6.341563165187836,8.545831590890884,0.7596914175366293,0.8801239132881165,-0.02930574701167643,0.617495596408844,0.15765546262264252,0.6177886724472046,0.1800009310245514,0.8758591509792744,False,4.947550594806671,6.749197840690613,0.4269750576675488,0.566548228263855,-1.9747190177440643,0.6996561288833618,0.0725640133023262,0.7194033861160278,0.06539670377969742,1.1095974125358576,False,4.442860186100006,0.47290866846076807,-1.124740019440651,8.548908680677414,0.8652062203167799,1.0809769853949547,0.8353226334438698,264,5.923496559262276,0.847308854498201,-0.10579022346064448,0.9462584035279021,255,4.157490655779839,0.47221852620044624,-1.1631455272436142,0.9815901387291264,505,True
2,train,0.0063224490731954575,0.002821539528667927,0.0017510682810097933,0.5250749588012695,0.0030781452596393716,6.347736716270447,8.55013057589531,0.7597301161563077,0.8800025582313538,-0.10441910708323121,0.6167444586753845,0.15830256044864655,0.6177886724472046,0.1800009310245514,0.8794541203070484,False,4.984915256500244,6.80212676525116,0.4306077444388813,0.5681574940681458,-2.057594805955887,0.6988274455070496,0.07331270724534988,0.7194033861160278,0.06539670377969742,1.1210459091687432,False,4.4450365006923676,0.4728893341856805,-1.1282369494438171,8.546964079141617,0.8655156885108657,1.088621374219656,0.8358541927418084,264,5.921653658151627,0.84672228300496,-0.10457171592861414,0.9467727612787045,255,4.160067439079285,0.47224387034976795,-1.1661563068628311,0.9819168746522482,505,True
3,train,0.0061683268286287785,0.0026298253796994686,0.0017068561865016818,0.5370145440101624,0.003071532982192317,6.333902478218079,8.546287566423416,0.7600517615520083,0.8800989389419556,0.009811896597966552,0.6178867816925049,0.15827050805091858,0.6177886724472046,0.1800009310245514,0.8792760523518133,False,4.959262907505035,6.766974180936813,0.43298363627422926,0.5691436529159546,-1.9656039774417877,0.6997473239898682,0.07329562306404114,0.7194033861160278,0.06539670377969742,1.1207846699881525,False,4.445924237370491,0.47285833229025104,-1.128554716706276,8.54557752609253,0.8654002493741887,1.0936536826193333,0.8361898624642302,264,5.920582264661789,0.8468283073402592,-0.10261666029691696,0.9470372484746656,255,4.161062836647034,0.4722061336568441,-1.1662337929010391,0.9820533188436078,505,True
4,train,0.006115091498941183,0.0026100119575858116,0.001673910184763372,0.5336247086524963,0.0030740358124336786,6.3353583216667175,8.55320692062378,0.7599926746553389,0.8799132704734802,0.1075663953088224,0.6188643574714661,0.1587245613336563,0.6177886724472046,0.1800009310245514,0.8817985575419437,False,4.945526644587517,6.753306835889816,0.43441163453973247,0.5696422457695007,-1.8634658306837082,0.7007687091827393,0.0736464336514473,0.7194033861160278,0.06539670377969742,1.1261490166162018,False,4.446479305624962,0.47285321373649947,-1.1286084540188313,8.544384688138962,0.8652747011605711,1.0966571979224682,0.8364892302322112,264,5.919435620307922,0.8468373537852504,-0.10252847569063306,0.947353726508028,255,4.161699861288071,0.4721300080318592,-1.1660103686153889,0.9821707925334453,505,True
5,train,0.006309191696345806,0.002614981262013316,0.0016234649810940027,0.576495349407196,0.0030691761236617283,6.338508427143097,8.540687710046768,0.7607051875272327,0.8802785873413086,-0.08433650946244597,0.6169452667236328,0.15839499235153198,0.6177886724472046,0.1800009310245514,0.8799676282225871,False,4.995999485254288,6.810632348060608,0.43532167539875544,0.5698500275611877,-2.0735524594783783,0.6986678838729858,0.07360579818487167,0.7194033861160278,0.06539670377969742,1.1255276478892318,False,4.446609318256378,0.4728350194013303,-1.128388661891222,8.544040471315384,0.8651915458502529,1.0967783629894257,0.8365686715965895,264,5.918768048286438,0.8469263708039656,-0.10344951879233122,0.9474060873869766,255,4.161730036139488,0.4721762238335635,-1.1655936017632484,0.9822389820337616,505,True
6,train,0.00645075598731637,0.0028006338980048895,0.001669553923420608,0.5630689859390259,0.0030672365921515076,6.330765038728714,8.54024589061737,0.7604659900902339,0.8802880048751831,-0.06241208175197244,0.6171645522117615,0.15877079963684082,0.6177886724472046,0.1800009310245514,0.882055435675414,False,4.9930911511182785,6.817639619112015,0.43628016370431294,0.570076584815979,-2.035277709364891,0.6990505456924438,0.07398179173469543,0.7194033861160278,0.06539670377969742,1.1312770745130931,False,4.447486251592636,0.4728681894177812,-1.1291077360510826,8.542893081903458,0.8652202425847942,1.1003590188920498,0.8368132692313657,264,5.918095633387566,0.8469498915609432,-0.1033447333611548,0.9476589182741966,255,4.162772744894028,0.472247317899492,-1.1662187054753304,0.9824344238329474,505,True
7,train,0.005640631541609764,0.0023202162701636553,0.001502738450653851,0.5138091444969177,0.0030653622453142293,6.318135559558868,8.54470506310463,0.7606760631745336,0.8802438378334045,0.23419128265231848,0.6201305985450745,0.15876896679401398,0.6177886724472046,0.1800009310245514,0.8820452532679319,False,4.917258769273758,6.726492196321487,0.4376570962246592,0.5709207057952881,-1.7492538318037987,0.7019108533859253,0.07388565689325333,0.7194033861160278,0.06539670377969742,1.1298070487184297,False,4.446819052100182,0.4728671835884414,-1.1281318962574005,8.544065058231354,0.8651879587584353,1.0961598716676235,0.8365045968847706,264,5.918621644377708,0.8469198573635719,-0.10486331302672625,0.947322365486891,255,4.1618384420871735,0.47221340146437013,-1.1653765104711056,0.9823631051777408,505,True
8,train,0.006190677173435688,0.0024534144904464483,0.0015930369263514876,0.5881485939025879,0.003074396665858438,6.342218816280365,8.54647010564804,0.7609707656375034,0.8802273273468018,-0.2577311359345913,0.6152113676071167,0.15945367515087128,0.6177886724472046,0.1800009310245514,0.88584916890859,False,5.049925297498703,6.909079849720001,0.4392685273764394,0.5704519748687744,-2.2062309086322784,0.6973410844802856,0.07474599778652191,0.7194033861160278,0.06539670377969742,1.1429627713090795,False,4.446751624345779,0.47294360426650445,-1.1284621432423592,8.54424238204956,0.8651794801777755,1.0907377116382122,0.8363178004201722,264,5.919423326849937,0.8470291384190677,-0.10875655570998788,0.9471089440244627,255,4.1615985333919525,0.47232679789718107,-1.1658298783004284,0.9823812281998134,505,True
9,train,0.0058732102625072,0.0024918909184634686,0.0015556057915091515,0.5207030773162842,0.003066112174736565,6.325966119766235,8.537745475769043,0.7612147687044565,0.8803877830505371,-0.10623519774526358,0.616726279258728,0.1593524068593979,0.6177886724472046,0.1800009310245514,0.8852865701992556,False,5.009879544377327,6.86243399977684,0.44027690481725196,0.5715262293815613,-2.0924169570207596,0.698479175567627,0.07468155771493912,0.7194033861160278,0.06539670377969742,1.1419773994499736,False,4.446829855442047,0.47290544980688065,-1.1286808177828789,8.54446217417717,0.8651492940079017,1.0916128754615784,0.8362930586997669,264,5.9190355241298676,0.8469828206207118,-0.10740701109170914,0.9469856276788117,255,4.1617076843976974,0.4723254934189072,-1.1659410782158375,0.9824172134810512,505,True
