epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
1,0.34375,0.37272727489471436,3.4335179328918457,0.5333333611488342,0.3636363744735718,0.5,0.44166669249534607,1.457805871963501,0.625,0.5
