epoch,train_loss,train_huber_loss,train_plcc_loss,train_rank_loss,train_false_positive_loss,sample_count,raw_sample_count,val_loss,val_huber_loss,val_plcc_loss,val_false_positive_loss,val_mae,val_rmse,val_srcc,val_plcc,val_bias,val_pred_mean,val_pred_std,val_target_mean,val_target_std,val_std_ratio,mode_collapse,val_mae_100,val_rmse_100,val_bias_100,val_false_positive_loss_weight_sum
1,0.023967886343598366,0.0024368877056986094,0.1629451960325241,0.0,0.10472945868968964,2048,2048,0.014592737145721913,0.002872091718018055,0.11720645427703857,0.0,0.06043954938650131,0.08263333141803741,0.756261311045725,0.8827935457229614,0.0035282685421407223,0.6273394227027893,0.15492402017116547,0.6238111853599548,0.17574390769004822,0.8815328064993191,False,6.043954938650131,8.263333141803741,0.3528268542140722,2048.0
2,0.023486895486712456,0.0024818682577461004,0.15813356637954712,0.0,0.1038333922624588,2048,2048,0.014510113233700396,0.0028647782746702433,0.11645334959030151,0.0,0.06042789667844772,0.08233458548784256,0.7564179376970886,0.8835466504096985,-0.001189208123832941,0.6226219534873962,0.15697646141052246,0.6238111853599548,0.17574390769004822,0.8932113976171221,False,6.042789667844772,8.233458548784256,-0.1189208123832941,2048.0
3,0.02248433046042919,0.002558646257966757,0.15580324828624725,0.0,0.08690688014030457,2048,2048,0.01447049635462463,0.0028758372645825148,0.11594659090042114,0.0,0.060670383274555206,0.08238758891820908,0.756461447905902,0.8840534090995789,-0.005185840185731649,0.6186253428459167,0.15908217430114746,0.6238111853599548,0.17574390769004822,0.9051931096337842,False,6.067038327455521,8.238758891820908,-0.5185840185731649,2048.0
4,0.02157512493431568,0.0026220930740237236,0.15520493686199188,0.0,0.0686507374048233,2048,2048,0.014486663695424796,0.002895181532949209,0.11591482162475586,0.0,0.06098496913909912,0.08266814798116684,0.7560457312226103,0.8840851783752441,-0.007702564354985952,0.6161086559295654,0.16079522669315338,0.6238111853599548,0.17574390769004822,0.9149405450614017,False,6.098496913909912,8.266814798116684,-0.7702564354985952,2048.0
5,0.02055690996348858,0.002754296874627471,0.1593964844942093,0.0,0.03725919499993324,2048,2048,0.014528356771916152,0.002919416408985853,0.11608940362930298,0.0,0.06133641302585602,0.08304346352815628,0.7555705897997048,0.883910596370697,-0.00942918285727501,0.6143820285797119,0.1625870168209076,0.6238111853599548,0.17574390769004822,0.9251360058958923,False,6.133641302585602,8.304346352815628,-0.9429182857275009,2048.0
6,0.01920914091169834,0.002623720560222864,0.153182253241539,0.0,0.02534390240907669,2048,2048,0.014533152198418976,0.002902175998315215,0.1163097620010376,0.0,0.061072248965501785,0.08279649913311005,0.7551457729821731,0.8836902379989624,-0.0065605528652668,0.6172506213188171,0.16203875839710236,0.6238111853599548,0.17574390769004822,0.9220163619149915,False,6.1072248965501785,8.279649913311005,-0.65605528652668,2048.0
