epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
1,0.6347613334655762,0.5572152733802795,1.1195282936096191,0.7272145748138428,0.7806385159492493,0.7097011208534241,0.645868182182312,0.6223514676094055,0.7189828157424927,0.9685121178627014
2,0.6665850877761841,0.602403998374939,0.7194849252700806,0.7379564046859741,0.8256093263626099,0.7101910710334778,0.6630292534828186,0.6168790459632874,0.7107927799224854,0.995847761631012
3,0.692778468132019,0.6456658840179443,0.6209026575088501,0.7411285638809204,0.874699592590332,0.7143557071685791,0.6761755347251892,0.5724405646324158,0.7200102210044861,0.9761245846748352
