epoch,train_loss,train_huber_loss,train_plcc_loss,train_mae,train_rmse,val_loss,val_huber_loss,val_plcc_loss,val_mae,val_rmse,val_srcc,val_plcc,val_bias,val_pred_mean,val_pred_std,val_target_mean,val_target_std,val_std_ratio,mode_collapse,sample_count,batch_count,val_mae_100,val_rmse_100,val_bias_100
1,0.08242151141166687,0.012573852203786373,0.6984767317771912,0.1711363047361374,0.19681057333946228,0.047364196926355365,0.00791386142373085,0.3945033550262451,0.12074315547943115,0.15167570114135742,0.4853632502154497,0.6054966449737549,-0.047058235853910446,0.5721113085746765,0.12037820369005203,0.6191695332527161,0.18065164983272552,0.666355407224436,False,512,128,12.074315547943115,15.167570114135742,-4.705823585391045
2,0.05415533110499382,0.009830068796873093,0.4432525336742401,0.1399773806333542,0.16774581372737885,0.03934078151360154,0.006789850536733866,0.32550930976867676,0.1068071722984314,0.1431695967912674,0.5382486200818075,0.6744906902313232,0.04983781278133392,0.6690073013305664,0.13686807453632355,0.6191695332527161,0.18065164983272552,0.7576353421795848,False,512,128,10.68071722984314,14.31695967912674,4.983781278133392
3,0.059856072068214417,0.010484980419278145,0.4937106966972351,0.14677289128303528,0.17443417012691498,0.0376734908670187,0.00697815977036953,0.3069533109664917,0.10955794155597687,0.14322510361671448,0.5630713113919638,0.6930466890335083,-0.03560042753815651,0.5835691094398499,0.17301277816295624,0.6191695332527161,0.18065164983272552,0.9577149077971748,False,512,128,10.955794155597687,14.322510361671448,-3.560042753815651
