variant,matched_images,mean_abs_diff_checksum_sum,median_abs_diff_checksum_sum,max_abs_diff_checksum_sum,mean_rel_diff_checksum_sum,mean_abs_diff_checksum_sum_sq,median_abs_diff_checksum_sum_sq,max_abs_diff_checksum_sum_sq,mean_rel_diff_checksum_sum_sq,mean_abs_diff_tensor_mean,mean_abs_diff_tensor_std,mean_abs_diff_channel_mean,mean_abs_diff_channel_std,mean_abs_diff_patch_mean,max_abs_diff_patch_mean,first_12_near_total,last_12_near_total,content_pad_dimension_match_count,source_dimension_match_count,pad_value_match_count,target_shape_match_count
pil_bilinear_resize_with_pad,50,329906.66,287549.0,1314698.0,0.012987549681484729,43408821.42,34799206.5,171444032.0,0.014405717888955241,0.7457235174560545,1.0798052239990235,0.9947586128234863,1.1106963891092934,0.3661511984558102,6.656624999999998,600,600,50,0,50,50
source_dimension_matched_pil_bilinear_resize_with_pad,50,336094.6,294180.0,1315836.0,0.014255027224995736,44814409.96,36010302.0,176772803.0,0.014881472742133481,0.7597134476089475,1.1118497872924806,1.0070543993632,1.1377504573567705,0.3715886679382321,6.72954293823242,600,600,50,50,50,50
delta_new_minus_previous,50,6187.940000000002,6631.0,1138.0,0.0012674775435110065,1405588.539999999,1211095.5,5328771.0,0.00047575485317823997,0.01398993015289307,0.03204456329345717,0.012295786539713638,0.027054068247477137,0.005437469482421908,0.07291793823242188,0,0,0,50,0,0
