epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7174603343009949,0.663462221622467,0.5693387389183044,0.744903564453125,0.9212946891784668,0.7236328125,0.6815605759620667,0.5924705862998962,0.7270875573158264,0.9794238805770874
1,0.7592185735702515,0.7609350085258484,0.5054721832275391,0.7865333557128906,0.9114139676094055,0.7275390625,0.7189440131187439,0.577904462814331,0.7922077775001526,0.8367626667022705
2,0.7873015999794006,0.8066787719726562,0.46367669105529785,0.8125378489494324,0.9141396880149841,0.7216796875,0.7189486622810364,0.5591564774513245,0.7838874459266663,0.840877890586853
